what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1265568026100
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1265568026101
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1265568026102
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1265568026102
os,sysinfo,,,"win32",1265568026106
arch,sysinfo,,,"x86",1265568026106
ws,sysinfo,,,"win32",1265568026106
locale,sysinfo,,,"nl_NL",1265568026107
processors,sysinfo,,,"2",1265568026107
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1265568026107
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1265568026107
java.specification.name,sysinfo,,,"Java Platform API Specification",1265568026107
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265568026107
java.specification.version,sysinfo,,,"1.6",1265568026107
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1265568026107
java.version,sysinfo,,,"1.6.0_11",1265568026107
java.vm.info,sysinfo,,,"mixed mode",1265568026107
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1265568026107
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1265568026107
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265568026107
java.vm.specification.version,sysinfo,,,"1.0",1265568026107
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1265568026107
java.vm.version,sysinfo,,,"11.0-b16",1265568026107
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1265568028417
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265568041987
