what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1265567916426
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1265567916427
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1265567916428
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1265567916429
os,sysinfo,,,"win32",1265567916433
arch,sysinfo,,,"x86",1265567916433
ws,sysinfo,,,"win32",1265567916433
locale,sysinfo,,,"nl_NL",1265567916433
processors,sysinfo,,,"2",1265567916433
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1265567916433
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1265567916433
java.specification.name,sysinfo,,,"Java Platform API Specification",1265567916433
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265567916433
java.specification.version,sysinfo,,,"1.6",1265567916433
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1265567916433
java.version,sysinfo,,,"1.6.0_11",1265567916433
java.vm.info,sysinfo,,,"mixed mode",1265567916433
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1265567916433
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1265567916433
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265567916434
java.vm.specification.version,sysinfo,,,"1.0",1265567916434
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1265567916434
java.vm.version,sysinfo,,,"11.0-b16",1265567916434
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1265567921761
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1265567921874
