what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1270551425680
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1270551425689
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1270551425708
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1270551425711
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1270551425712
os,sysinfo,,,"win32",1270551425717
arch,sysinfo,,,"x86",1270551425717
ws,sysinfo,,,"win32",1270551425717
locale,sysinfo,,,"nl_NL",1270551425717
processors,sysinfo,,,"2",1270551425717
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1270551425717
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1270551425717
java.specification.name,sysinfo,,,"Java Platform API Specification",1270551425717
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1270551425717
java.specification.version,sysinfo,,,"1.6",1270551425717
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1270551425717
java.version,sysinfo,,,"1.6.0_11",1270551425717
java.vm.info,sysinfo,,,"mixed mode",1270551425717
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1270551425717
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1270551425717
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1270551425717
java.vm.specification.version,sysinfo,,,"1.0",1270551425717
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1270551425717
java.vm.version,sysinfo,,,"11.0-b16",1270551425717
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1270551427967
