what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jface,3.5.0.I20090525-2000,"org.eclipse.jface",1270550983239
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1270550983240
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1270550983241
started,bundle,org.eclipse.mylyn.context.core,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.context.core",1270550983242
started,bundle,org.eclipse.mylyn.context.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.context.ui",1270550983243
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1270550983244
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1270550983245
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1270550983247
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1270550983248
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1270550983248
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1270550983250
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1270550983251
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1270550983252
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1270550983253
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1270550983255
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1270550983256
os,sysinfo,,,"win32",1270550983295
arch,sysinfo,,,"x86",1270550983295
ws,sysinfo,,,"win32",1270550983295
locale,sysinfo,,,"nl_NL",1270550983295
processors,sysinfo,,,"2",1270550983295
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1270550983295
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1270550983295
java.specification.name,sysinfo,,,"Java Platform API Specification",1270550983295
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1270550983295
