what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.context.core",1265392008476
started,bundle,org.eclipse.mylyn.context.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.context.ui",1265392008477
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1265392008484
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1265392008485
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1265392008487
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1265392008488
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1265392008488
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1265392008489
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1265392008490
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1265392008491
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1265392008492
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1265392008497
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1265392008499
os,sysinfo,,,"win32",1265392008502
arch,sysinfo,,,"x86",1265392008502
ws,sysinfo,,,"win32",1265392008502
locale,sysinfo,,,"nl_NL",1265392008502
processors,sysinfo,,,"2",1265392008502
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1265392008502
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1265392008502
java.specification.name,sysinfo,,,"Java Platform API Specification",1265392008502
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265392008502
java.specification.version,sysinfo,,,"1.6",1265392008502
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1265392008502
java.version,sysinfo,,,"1.6.0_11",1265392008502
