what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265567278798
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265567278950
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265567282042
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265567282042
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1265567285322
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265567285322
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265567295409
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1265567295531
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1265567367646
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1265567368072
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1265567368317
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567370617
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567383054
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.properties",1265567383070
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567394463
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567396292
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RemoveAllBreakpoints",1265567396300
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1265567403681
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567408458
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567416741
failed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1265567416759
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1265567435642
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567435784
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265567445719
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.clean.up",1265567445735
