what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265570990939
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265570995324
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265570996620
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265570996631
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571000180
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571001335
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265571001346
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571005888
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571007186
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265571007197
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571010318
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571011620
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265571011634
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571014811
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571016020
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265571016030
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571019253
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571020665
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265571020674
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571024296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571025569
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265571025580
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571031478
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1265571032514
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1265571032524
