what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1296816473393
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296816473393
java.specification.version,sysinfo,,,"1.6",1296816473393
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1296816473393
java.version,sysinfo,,,"1.6.0_10",1296816473393
java.vm.info,sysinfo,,,"mixed mode",1296816473393
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1296816473393
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1296816473393
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296816473393
java.vm.specification.version,sysinfo,,,"1.0",1296816473393
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1296816473393
java.vm.version,sysinfo,,,"11.0-b15",1296816473393
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui",1296816477924
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1296816481986
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1296816482783
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1296816486985
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296816487016
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296816497531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296816497531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296816497531
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.monitor.ui",1296816500109
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1296816501905
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296816505295
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296816552727
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1296816557273
