what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1270551772808
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1270551781820
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1270551792935
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551793269
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551793360
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1270551796929
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1270551843834
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1270551848410
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.saveAll",1270551859222
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551870987
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551873198
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1270551875008
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1270551895225
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1270551919931
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1270551920133
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1270551949944
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551953448
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1270551955847
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551956066
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1270551956081
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551963422
started,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1270551967748
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1270551969375
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.rename.element",1270551969399
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1270551976728
